,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,uBB,1B,PA,R/PA,league_scalar,lgID,lg_PA,lg_wRC,park_factor,playerID,player_season,stint,teamID,w1B,w2B,w3B,wHBP,wHR,wuBB,yearID,year_lg,year_team,year_wOBA,year_wOBAScale,wOBA,wRAA,wRC+,wRC+_t-1,is_signed,is_unsigned,is_fa,service_time
aguilje01_2016,9,6,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,104,aguilje01,aguilje01_2016,1,CLE,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_CLE,0.318,1.212,0.0,-1.5742574257425743,-124.1637926548469,99.74671390160596,False,False,False,
aguilje01_2017,133,279,40,74,15,2,16,52.0,0.0,0.0,25,94.0,1.0,4.0,0.0,3.0,8.0,24.0,41,311.0,0.122,0.12856540517133316,NL,87753,11282,101,aguilje01,aguilje01_2017,1,MIL,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_MIL,0.321,1.185,0.3507903225806452,7.818388457873967,113.4982715854414,-124.1637926548469,False,False,False,
aguilje01_2018,149,492,80,135,25,0,35,108.0,0.0,0.0,58,143.0,3.0,6.0,0.0,10.0,19.0,55.0,75,566.0,0.11699999999999999,0.12212761126248865,NL,88080,10757,101,aguilje01,aguilje01_2018,1,MIL,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_NL,2018_MIL,0.315,1.226,0.373943161634103,27.21193269567888,134.21012489254915,113.4982715854414,False,False,False,
ahmedni01_2014,25,70,9,14,2,0,1,4.0,0.0,1.0,3,10.0,0.0,0.0,2.0,0.0,2.0,3.0,11,75.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,105,ahmedni01,ahmedni01_2014,1,ARI,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_ARI,0.31,1.304,0.22712328767123285,-4.766682074123877,34.77270849126982,,False,False,False,
ahmedni01_2015,134,421,49,95,17,6,9,34.0,4.0,5.0,29,81.0,1.0,1.0,5.0,3.0,4.0,28.0,63,459.0,0.113,0.11658365615200147,NL,86736,10112,105,ahmedni01,ahmedni01_2015,1,ARI,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_ARI,0.313,1.251,0.2758454746136865,-13.632235933107822,66.6046529524222,34.77270849126982,False,False,False,
ahmedni01_2016,90,284,26,62,9,1,4,20.0,5.0,2.0,15,58.0,3.0,4.0,2.0,3.0,9.0,12.0,48,308.0,0.11800000000000001,0.12316953373083865,NL,87546,10783,105,ahmedni01,ahmedni01_2016,1,ARI,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_NL,2016_ARI,0.318,1.212,0.24464356435643567,-18.641734470476745,41.87308867757337,66.6046529524222,False,False,False,
ahmedni01_2017,53,167,24,42,8,1,6,21.0,3.0,4.0,10,39.0,3.0,1.0,0.0,0.0,6.0,7.0,27,178.0,0.122,0.12856540517133316,NL,87753,11282,105,ahmedni01,ahmedni01_2017,1,ARI,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_ARI,0.321,1.185,0.3002342857142857,-3.119238095238102,76.51839959986827,41.87308867757337,False,False,False,
ahmedni01_2018,153,516,61,121,33,5,16,70.0,5.0,4.0,40,109.0,2.0,2.0,1.0,5.0,15.0,38.0,67,564.0,0.11699999999999999,0.12212761126248865,NL,88080,10757,100,ahmedni01,ahmedni01_2018,1,ARI,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_NL,2018_ARI,0.315,1.226,0.29974509803921573,-7.017752614912178,85.61305271906953,76.51839959986827,False,False,False,
alberha01_2015,41,99,12,22,2,1,0,4.0,1.0,0.0,2,17.0,0.0,0.0,3.0,0.0,2.0,2.0,19,104.0,0.113,0.11578947368421053,AL,91485,10593,105,alberha01,alberha01_2015,1,TEX,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_TEX,0.313,1.251,0.21999009900990096,-7.732237971998641,28.501345512249053,,False,False,False,
alberha01_2016,35,56,2,8,1,0,0,5.0,1.0,0.0,0,17.0,0.0,0.0,2.0,0.0,1.0,0.0,7,58.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,108,alberha01,alberha01_2016,1,TEX,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_TEX,0.318,1.212,0.13192857142857142,-8.904408297972655,-37.445181393430055,28.501345512249053,False,False,False,
alberha01_2018,13,27,0,5,2,0,0,0.0,0.0,1.0,2,4.0,0.0,0.0,1.0,0.0,0.0,2.0,3,30.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,109,alberha01,alberha01_2018,1,TEX,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_TEX,0.315,1.226,0.2246206896551724,-2.2115655059908876,27.38168889716344,,False,False,False,
albieoz01_2017,57,217,34,62,9,5,6,28.0,8.0,1.0,21,36.0,0.0,3.0,1.0,2.0,3.0,21.0,42,244.0,0.122,0.12856540517133316,NL,87753,11282,101,albieoz01,albieoz01_2017,1,ATL,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_ATL,0.321,1.185,0.3468477366255144,5.322234376899162,110.91042398293061,,False,False,False,
albieoz01_2018,158,639,105,167,40,5,24,72.0,14.0,3.0,36,116.0,0.0,5.0,1.0,3.0,9.0,36.0,98,684.0,0.11699999999999999,0.12212761126248865,NL,88080,10757,101,albieoz01,albieoz01_2018,1,ATL,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_NL,2018_ATL,0.315,1.226,0.32385651537335286,4.941155395899964,100.75846905171592,110.91042398293061,False,False,False,
alcanar01_2014,70,278,31,57,11,2,10,29.0,8.0,5.0,17,93.0,0.0,2.0,1.0,2.0,3.0,17.0,34,300.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,99,alcanar01,alcanar01_2014,1,CHN,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_CHN,0.31,1.304,0.27497658862876256,-8.057533290928857,73.22632634975257,,False,False,False,
alcanar01_2015,11,26,5,2,0,0,0,1.0,1.0,0.0,5,11.0,0.0,0.0,1.0,0.0,0.0,5.0,2,32.0,0.113,0.11658365615200147,NL,86736,10112,100,alcanar01,alcanar01_2015,1,CHN,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_CHN,0.313,1.251,0.1676451612903226,-3.7181093834609733,-2.737020212331565,73.22632634975257,False,False,False,
alcanar01_2016,16,19,2,4,1,0,0,2.0,3.0,3.0,0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,3,19.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,98,alcanar01,alcanar01_2016,1,OAK,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_OAK,0.318,1.212,0.204,-1.7871287128712874,21.90250779990789,-2.737020212331565,False,False,False,
alcanar01_2017,70,105,13,18,3,1,1,7.0,2.0,0.0,2,38.0,0.0,0.0,1.0,0.0,2.0,2.0,13,108.0,0.122,0.12856540517133316,NL,87753,11282,102,alcanar01,alcanar01_2017,1,CIN,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_CIN,0.321,1.185,0.1870560747663551,-12.207547616230928,5.076911392195317,21.90250779990789,False,True,True,
aldrico01_2010,5,13,0,1,0,1,0,1.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.0,0.115,0.11770830923016405,AL,86434,10174,96,aldrico01,aldrico01_2010,1,LAA,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_AL,2010_LAA,0.321,1.251,0.1236923076923077,-2.050359712230216,-32.38512056895139,,False,True,True,
alexama02_2006,22,34,2,6,1,1,0,4.0,0.0,1.0,2,5.0,2.0,0.0,2.0,1.0,0.0,0.0,4,39.0,0.126,0.13077833178399392,NL,94664,12380,92,alexama02,alexama02_2006,1,SDN,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_SDN,0.332,1.17,0.18165714285714288,-5.011428571428572,5.79746766792711,,False,False,False,
alfarjo01_2016,6,16,0,2,0,0,0,0.0,0.0,0.0,1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2,17.0,0.11800000000000001,0.12316953373083865,NL,87546,10783,99,alfarjo01,alfarjo01_2016,1,PHI,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_NL,2016_PHI,0.318,1.212,0.10975,-2.9209983498349836,-42.74062809905213,,False,False,False,
alfarjo01_2017,29,107,12,34,6,0,5,14.0,0.0,0.0,3,33.0,1.0,4.0,0.0,0.0,2.0,2.0,23,114.0,0.122,0.12856540517133316,NL,87753,11282,100,alfarjo01,alfarjo01_2017,1,PHI,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_PHI,0.321,1.185,0.3693893805309734,4.65518091184048,126.65531607223569,-42.74062809905213,False,False,False,
alfarjo01_2018,108,344,35,90,16,2,10,37.0,3.0,0.0,18,138.0,6.0,14.0,0.0,1.0,2.0,12.0,62,377.0,0.11699999999999999,0.12212761126248865,NL,88080,10757,100,alfarjo01,alfarjo01_2018,1,PHI,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_NL,2018_PHI,0.315,1.226,0.31357951482479784,-0.43680498454421973,94.85272404105609,126.65531607223569,False,False,False,
alfoned01_2006,30.0,87.0,5.0,11.0,2.0,0.0,0.0,5.0,0.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,2.0,7.0,9.0,95.0,0.126,0.12917959225723738,MULT,87359,11285,99.90526315789474,alfoned01,alfoned01_2006,1,MULT,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_LAA,0.332,1.17,0.17036842105263156,-13.123931623931629,-9.3105110813183,,False,True,True,
alfonel01_2006,87,286,27,76,17,2,12,39.0,1.0,0.0,9,74.0,7.0,7.0,4.0,3.0,10.0,2.0,45,309.0,0.126,0.13077833178399392,NL,94664,12380,101,alfonel01,alfonel01_2006,1,SFN,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_SFN,0.332,1.17,0.3170335570469799,-3.952675959387369,85.60146538734449,,False,False,False,
alfonel01_2007,26,64,5,16,2,1,1,6.0,0.0,2.0,2,23.0,2.0,1.0,0.0,0.0,2.0,0.0,12,67.0,0.124,0.1298514362562777,NL,95178,12359,100,alfonel01,alfonel01_2007,1,SFN,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_SFN,0.331,1.192,0.2703538461538461,-3.4088022715539528,56.31231834170492,85.60146538734449,False,False,False,
alfonel01_2008,5,11,0,1,0,0,0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1,11.0,0.12,0.12559485326069675,NL,94351,11850,100,alfonel01,alfonel01_2008,1,SFN,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_SFN,0.32799999999999996,1.2109999999999999,0.08145454545454545,-2.2394715111478116,-66.55393674592037,56.31231834170492,True,False,True,
alfonel01_2009,37,114,6,20,3,0,2,8.0,0.0,0.0,3,34.0,0.0,0.0,0.0,0.0,0.0,3.0,15,117.0,0.12,0.1230072463768116,NL,93840,11543,91,alfonel01,alfonel01_2009,1,SDN,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_SDN,0.32899999999999996,1.21,0.1997094017094017,-12.50165289256198,19.46898786936277,-66.55393674592037,True,False,True,
alfonel01_2010,13,41,4,9,1,0,1,4.0,0.0,0.0,0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,7,41.0,0.115,0.11770830923016405,AL,86434,10174,94,alfonel01,alfonel01_2010,1,SEA,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_AL,2010_SEA,0.321,1.251,0.2343170731707317,-2.8409272581934464,44.69445836716923,19.46898786936277,True,False,True,
alfonel01_2011,25,75,2,20,1,0,1,9.0,0.0,0.0,3,13.0,0.0,1.0,0.0,0.0,1.0,3.0,18,79.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,115,alfonel01,alfonel01_2011,1,COL,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_COL,0.316,1.264,0.28081012658227844,-2.1993670886075978,58.345587767017015,44.69445836716923,False,False,False,
alforan01_2017,4,8,0,1,1,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.122,0.12339456998861974,AL,92265,11385,100,alforan01,alforan01_2017,1,TOR,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_TOR,0.321,1.185,0.154,-1.1274261603375526,-15.339629648160182,,False,False,False,
alforan01_2018,13,19,3,2,0,0,0,1.0,1.0,0.0,2,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2,21.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,100,alforan01,alforan01_2018,1,TOR,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_TOR,0.315,1.226,0.1495238095238095,-2.8344208809135405,-15.025893612722804,-15.339629648160182,False,False,False,
allenbr01_2009,32,104,13,21,7,0,4,14.0,0.0,0.0,12,40.0,2.0,0.0,0.0,0.0,4.0,10.0,10,116.0,0.12,0.1230072463768116,NL,93840,11543,105,allenbr01,allenbr01_2009,1,ARI,0.895,1.258,1.585,0.737,2.023,0.7070000000000001,2009,2009_NL,2009_ARI,0.32899999999999996,1.21,0.28875438596491226,-3.8582572132811346,65.6377281279368,,False,False,False,
allenbr01_2010,22,45,5,12,3,0,1,6.0,0.0,0.0,10,20.0,1.0,0.0,0.0,1.0,0.0,9.0,8,56.0,0.115,0.11986761371573484,NL,93061,11155,106,allenbr01,allenbr01_2010,1,ARI,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_ARI,0.321,1.251,0.3518363636363636,1.3803647990698338,110.74665399344268,65.6377281279368,False,False,False,
allenbr01_2011,52.0,175.0,23.0,35.0,9.0,2.0,6.0,18.0,3.0,0.0,18.0,68.0,3.0,1.0,0.0,1.0,0.0,15.0,18.0,195.0,0.11199999999999999,0.1162074554337498,MULT,93114,10750,98.32820512820513,allenbr01,allenbr01_2011,1,MULT,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_ARI,0.316,1.264,0.2829375,-5.100623022151898,75.48170536026969,110.74665399344268,False,False,False,
allenbr01_2012,10.0,20.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22.0,0.114,0.11692716528549951,MULT,85797,10032,95.63636363636363,allenbr01,allenbr01_2012,1,MULT,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_AL,2012_OAK,0.315,1.245,0.19654545454545455,-2.093172690763052,20.380492574036925,75.48170536026969,False,False,False,
allengr01_2017,25,35,7,8,1,0,1,6.0,1.0,0.0,2,8.0,0.0,1.0,0.0,1.0,0.0,2.0,6,39.0,0.122,0.12339456998861974,AL,92265,11385,104,allengr01,allengr01_2017,1,CLE,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_CLE,0.321,1.185,0.2713589743589744,-1.6337552742616028,60.96608556473389,,False,False,False,
allengr01_2018,91,265,36,68,11,3,2,20.0,21.0,4.0,14,58.0,1.0,7.0,4.0,1.0,5.0,13.0,52,291.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,104,allengr01,allengr01_2018,1,CLE,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_CLE,0.315,1.226,0.2877027972027972,-6.479189244686804,75.29051720639686,60.96608556473389,False,False,False,
almonab01_2013,25,72,10,19,4,0,2,9.0,1.0,0.0,6,21.0,0.0,0.0,2.0,2.0,2.0,6.0,13,82.0,0.11,0.1136459562125951,AL,92401,10501,96,almonab01,almonab01_2013,1,SEA,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_SEA,0.314,1.2770000000000001,0.312125,-0.12039937353171595,99.37152074788418,,False,False,False,
almonab01_2014,59.0,204.0,19.0,47.0,10.0,1.0,3.0,15.0,4.0,3.0,12.0,60.0,0.0,1.0,2.0,1.0,5.0,12.0,33.0,220.0,0.10800000000000001,0.11108441461760084,MULT,91834,10097,95.51363636363637,almonab01,almonab01_2014,1,MULT,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_SEA,0.31,1.304,0.272,-6.411042944785272,75.3518562625901,99.37152074788418,False,False,False,
almonab01_2015,82.0,232.0,36.0,58.0,12.0,5.0,5.0,24.0,7.0,1.0,21.0,52.0,0.0,0.0,3.0,2.0,5.0,21.0,36.0,258.0,0.113,0.1159803237346099,MULT,91485,10593,100.31782945736434,almonab01,almonab01_2015,2,MULT,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_AL,2015_CLE,0.313,1.251,0.31180392156862746,-0.2466732496355834,96.29629513876384,75.3518562625901,False,False,False,
almonab01_2016,67,182,24,48,20,1,1,22.0,8.0,0.0,8,42.0,1.0,1.0,0.0,3.0,5.0,7.0,26,194.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,104,almonab01,almonab01_2016,1,CLE,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_CLE,0.318,1.212,0.29435233160621765,-3.7851878452093866,78.08835686951033,96.29629513876384,False,False,False,
almonab01_2017,69,172,26,40,8,3,3,14.0,2.0,1.0,20,46.0,0.0,1.0,1.0,1.0,2.0,20.0,26,195.0,0.122,0.12339456998861974,AL,92265,11385,104,almonab01,almonab01_2017,1,CLE,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_CLE,0.321,1.185,0.29812886597938143,-3.763604332506854,79.27371923296533,78.08835686951033,False,False,False,
almonab01_2018,50,134,15,24,1,2,3,9.0,2.0,2.0,15,36.0,0.0,0.0,1.0,1.0,6.0,15.0,18,151.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,102,almonab01,almonab01_2018,1,KCA,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_KCA,0.315,1.226,0.24457333333333328,-8.674083741163683,47.83537417774301,79.27371923296533,False,False,False,
almoner01_2011,16,29,1,3,0,0,1,3.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2,29.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,101,almoner01,almoner01_2011,1,MIL,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_MIL,0.316,1.264,0.1333103448275862,-4.191455696202532,-29.149407030056977,,True,False,True,
almonzo01_2013,34,106,9,25,4,0,1,9.0,3.0,1.0,6,19.0,0.0,0.0,0.0,1.0,2.0,6.0,20,113.0,0.11,0.1136459562125951,AL,92401,10501,101,almonzo01,almonzo01_2013,1,NYA,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_AL,2013_NYA,0.314,1.2770000000000001,0.25738938053097343,-5.009397024275648,56.81597043517188,,False,False,False,
almonzo01_2014,13,36,2,5,0,0,1,3.0,1.0,0.0,0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,4,36.0,0.10800000000000001,0.10994838512969053,AL,91834,10097,101,almonzo01,almonzo01_2014,1,NYA,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_AL,2014_NYA,0.31,1.304,0.15841666666666665,-4.184815950920245,-8.48115005469439,56.81597043517188,True,False,True,
almoral01_2016,47,112,14,31,9,1,3,14.0,0.0,0.0,5,20.0,0.0,0.0,0.0,0.0,5.0,5.0,18,117.0,0.11800000000000001,0.12316953373083865,NL,87546,10783,100,almoral01,almoral01_2016,1,CHN,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_NL,2016_CHN,0.318,1.212,0.32522222222222225,0.697194719471949,100.64090158621725,,False,False,False,
almoral01_2017,132,299,39,89,18,1,8,46.0,1.0,0.0,19,53.0,1.0,0.0,3.0,2.0,8.0,18.0,62,323.0,0.122,0.12856540517133316,NL,87753,11282,100,almoral01,almoral01_2017,1,CHN,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_NL,2017_CHN,0.321,1.185,0.33359247648902823,3.4323796674735165,103.15882586085519,100.64090158621725,False,False,False,
almoral01_2018,152,444,62,127,24,1,5,41.0,1.0,3.0,24,83.0,1.0,3.0,2.0,6.0,12.0,23.0,97,479.0,0.11699999999999999,0.12212761126248865,NL,88080,10757,100,almoral01,almoral01_2018,1,CHN,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_NL,2018_CHN,0.315,1.226,0.3047289915966387,-4.012898062977219,88.94167430739309,103.15882586085519,False,False,False,
alomasa02_2006,46.0,108.0,8.0,30.0,8.0,0.0,1.0,17.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,2.0,3.0,3.0,21.0,113.0,0.126,0.13005677677634273,MULT,87359,11285,100.7079646017699,alomasa02,alomasa02_2006,2,MULT,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_AL,2006_CHA,0.332,1.17,0.2894867256637168,-4.105982905982909,68.25621462469175,,True,False,True,17.047
alomasa02_2007,8,22,1,3,1,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22.0,0.124,0.1298514362562777,NL,95178,12359,97,alomasa02,alomasa02_2007,1,NYN,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_NYN,0.331,1.192,0.1384090909090909,-3.554530201342282,-26.067909283391476,68.25621462469175,False,True,True,
alonsyo01_2010,22,29,2,6,2,0,0,3.0,0.0,0.0,0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,4,29.0,0.115,0.11986761371573484,NL,93061,11155,102,alonsyo01,alonsyo01_2010,1,CIN,0.895,1.27,1.608,0.732,2.072,0.701,2010,2010_NL,2010_CIN,0.321,1.251,0.2110344827586207,-2.54916067146283,20.687746349401877,,False,False,False,
alonsyo01_2011,47,88,9,29,4,0,5,15.0,0.0,0.0,10,21.0,0.0,0.0,0.0,0.0,2.0,10.0,20,98.0,0.11199999999999999,0.11544987864338338,NL,93114,10750,101,alonsyo01,alonsyo01_2011,1,CIN,0.89,1.27,1.611,0.726,2.086,0.6940000000000001,2011,2011_NL,2011_CIN,0.316,1.264,0.4107142857142857,7.343354430379745,160.94619608831317,20.687746349401877,False,False,False,
alonsyo01_2012,155,549,47,150,39,0,9,62.0,3.0,0.0,62,101.0,9.0,3.0,1.0,4.0,14.0,53.0,102,619.0,0.114,0.11916426045485513,NL,92469,11019,92,alonsyo01,alonsyo01_2012,1,SDN,0.884,1.2570000000000001,1.5930000000000002,0.722,2.0580000000000003,0.691,2012,2012_NL,2012_SDN,0.315,1.245,0.32266338259441707,3.810147651360775,108.48498273863694,160.94619608831317,False,False,False,
alonsyo01_2013,97,334,34,94,11,0,6,45.0,6.0,0.0,32,47.0,5.0,2.0,0.0,7.0,9.0,27.0,77,375.0,0.11,0.11250129371312917,NL,86959,9783,95,alonsyo01,alonsyo01_2013,1,SDN,0.888,1.271,1.6159999999999999,0.722,2.101,0.69,2013,2013_NL,2013_SDN,0.314,1.2770000000000001,0.3109108108108108,-0.9071620563398234,100.5152007153292,108.48498273863694,False,False,False,
alonsyo01_2014,84,267,27,64,19,1,7,27.0,6.0,1.0,17,36.0,1.0,1.0,0.0,3.0,8.0,16.0,37,288.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,95,alonsyo01,alonsyo01_2014,1,SDN,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_SDN,0.31,1.304,0.29863066202090593,-2.51101943096556,93.22881779295673,100.5152007153292,False,False,False,
alonsyo01_2015,103,354,50,100,18,1,5,31.0,2.0,5.0,42,48.0,3.0,3.0,0.0,3.0,13.0,39.0,76,402.0,0.113,0.11658365615200147,NL,86736,10112,95,alonsyo01,alonsyo01_2015,1,SDN,0.8809999999999999,1.256,1.594,0.718,2.065,0.687,2015,2015_NL,2015_SDN,0.313,1.251,0.32689223057644107,4.464170017369551,111.29767655557669,93.22881779295673,False,False,False,
alonsyo01_2016,156,482,52,122,34,0,7,56.0,3.0,1.0,45,74.0,1.0,1.0,0.0,4.0,15.0,44.0,81,532.0,0.11800000000000001,0.12008028623789162,AL,91672,11008,98,alonsyo01,alonsyo01_2016,1,OAK,0.878,1.242,1.569,0.721,2.015,0.691,2016,2016_AL,2016_OAK,0.318,1.212,0.29863653483992464,-8.499474806237703,86.92812689545296,111.29767655557669,False,False,False,
alonsyo01_2017,142.0,451.0,72.0,120.0,22.0,0.0,28.0,67.0,2.0,0.0,68.0,118.0,6.0,2.0,0.0,0.0,9.0,62.0,70.0,521.0,0.122,0.12339456998861972,MULT,92265,11385,96.0,alonsyo01,alonsyo01_2017,1,MULT,0.877,1.232,1.5519999999999998,0.723,1.98,0.693,2017,2017_AL,2017_OAK,0.321,1.185,0.3657203883495146,19.661875384048184,133.40840229903483,86.92812689545296,True,False,True,6.1160000000000005
alonsyo01_2018,145,516,64,129,19,0,23,83.0,0.0,0.0,51,123.0,1.0,2.0,0.0,5.0,10.0,50.0,87,574.0,0.11699999999999999,0.11960967755972325,AL,91924,10995,104,alonsyo01,alonsyo01_2018,1,CLE,0.88,1.247,1.578,0.72,2.031,0.69,2018,2018_AL,2018_CLE,0.315,1.226,0.31920767888307156,1.969989950149324,96.77481003398006,133.40840229903483,False,False,False,7.1160000000000005
aloumo01_2006,98,345,52,104,25,1,22,74.0,2.0,1.0,28,31.0,2.0,1.0,0.0,4.0,15.0,26.0,56,378.0,0.126,0.13077833178399392,NL,94664,12380,101,aloumo01,aloumo01_2006,1,SFN,0.89,1.2409999999999999,1.557,0.737,1.97,0.708,2006,2006_NL,2006_SFN,0.332,1.17,0.38539095744680846,17.249386252045806,130.27639566812115,,True,False,True,16.037
aloumo01_2007,87,328,51,112,19,1,13,49.0,3.0,0.0,27,30.0,5.0,2.0,0.0,3.0,13.0,22.0,79,360.0,0.124,0.1298514362562777,NL,95178,12359,97,aloumo01,aloumo01_2007,1,NYN,0.8959999999999999,1.253,1.575,0.741,1.999,0.711,2007,2007_NL,2007_NYN,0.331,1.192,0.3923295774647887,18.52235561017108,137.98152178495346,130.27639566812115,False,False,False,17.037
aloumo01_2008,15,49,4,17,2,0,0,9.0,1.0,1.0,2,4.0,0.0,2.0,0.0,1.0,1.0,2.0,15,54.0,0.12,0.12559485326069675,NL,94351,11850,97,aloumo01,aloumo01_2008,1,NYN,0.8959999999999999,1.2590000000000001,1.587,0.7390000000000001,2.024,0.708,2008,2008_NL,2008_NYN,0.32799999999999996,1.2109999999999999,0.34911111111111104,0.9413707679603621,112.29185618500203,137.98152178495346,False,True,True,
altheaa01_2014,2,5,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.10800000000000001,0.11228414669361825,NL,86575,9721,99,altheaa01,altheaa01_2014,1,PHI,0.892,1.2830000000000001,1.635,0.722,2.135,0.6890000000000001,2014,2014_NL,2014_PHI,0.31,1.304,0.0,-1.1886503067484662,-114.57544554417952,,False,False,False,
